词语 单音节词比例 双音节词比例 三音节词比例 四音节词比例 词汇密度 平均句长 平均小句长 句子破碎度 句子离散度 修饰词与动词比 成语比例 歇后语占比 甲级词比例 乙级词比例 丙级词比例 丁级词比例 合偶词比例 嵌偶词比例 古语功能词比例
竭 0.5441693665419797 0.20331438840465502 0.012714966868388054 0.0036417042312376006 0.6108945402324979 27.9538537486543 8.610938003302232 3.350362485638475 16.473471769993555 0.623817906112878 0.001529235097432178 0.003112577002670062 0.32990069510696385 0.20271985775437895 0.13544426355073894 0.10383209158842475 0.01541024805243484 0.08945377114459746 0.027198672114359206
俾 0.5637412754976647 0.1961755314192812 0.015806474279720605 0.0036945340177035883 0.6404803183872063 35.81590382725146 18.98460816850717 2.850953711521098 17.084585202893205 0.4662921511564421 0.0010048708626782627 0.002471017525747449 0.31072182675046717 0.2143431885282231 0.1316673171169667 0.11326585543675399 0.013185673493196793 0.09677992226976585 0.02414949373656877
嵩 0.509120267754823 0.17835870756085112 0.013378997400853142 0.0026602858988052356 0.569344422896141 27.323647808184187 8.901733080151887 3.06186389685723 15.118517548297097 0.5260918659740476 0.0011215551181102362 0.0023291629781484417 0.27989225118504135 0.18668759396076087 0.11388119620905818 0.09981821028735388 0.011006751153147275 0.08375401556908661 0.02166242775330034
弼 0.581283677638408 0.16976703412203456 0.01660872589329093 0.002583387206857723 0.617622619819485 22.324308913740154 7.1545174967239165 3.1101260626553 12.293262544568403 0.5169486619614969 0.00048750000000000003 0.0018297146153481681 0.2877104697220896 0.2043939634745197 0.13416760164125227 0.11430514981919108 0.004282590258333497 0.10246918538371377 0.025710264902709487
孰 0.5807862958586756 0.17480334792937 0.010014568256859176 0.0021725820588917597 0.5912537661798197 44.00979249968997 27.704739811488103 2.9936698927570826 13.585890395160177 0.658089308043903 0.0012382453819081995 0.003070006159503788 0.3482695686813729 0.21079226775303123 0.14052904152790277 0.11105741287381729 0.010824095193902266 0.08982446498127634 0.03570264321667185
衍 0.585709274607658 0.16955369156604194 0.014939884905615628 0.0024636207048779786 0.6047064716124989 23.546132170058605 7.642578467672625 3.0573643576052683 13.595140905424087 0.5493887652472057 0.00086596520867705 0.0020745187783026255 0.3195256158375112 0.20263752163170978 0.13100632477368118 0.12063827085099277 0.007703220244435947 0.09062717943769436 0.029118516728206152
宴 0.556502574995428 0.18498577389036122 0.016137010032452475 0.003443456892901262 0.625325660091328 23.9414256623504 7.922534511072583 3.0404336593779235 13.016843735859075 0.5165581440884847 0.0011783324662345232 0.0020788066591023043 0.3155292999090299 0.19572356826572515 0.1229414726475521 0.10437420309529731 0.00840419618807917 0.09095273406175895 0.020631762463074535
绍 0.5601041495473698 0.17932574340423885 0.015132988574775456 0.002847932242596444 0.6254138896697128 22.472868063773376 7.525666869454629 3.030819419792264 13.094475186053794 0.4689730830834067 0.0005408393558108509 0.0017602193501223009 0.3055288454304611 0.19570182437874464 0.125644821090769 0.11598425903698066 0.0071587740702818555 0.09513581884275442 0.02302762565378607
殆 0.5802313554483072 0.17768320302579416 0.010539936862914013 0.0022938660992524017 0.6038669130752242 33.838726391297435 17.032951518865893 3.219206678623488 13.618804740280055 0.6409499230472031 0.0008779995219783783 0.0025367317300855493 0.33273138667579666 0.20490174715700793 0.13808402257725869 0.11084157906700114 0.007285764690830246 0.09240752898963497 0.03327959184588059
戟 0.5448988542431862 0.19344227235157277 0.01086713055208044 0.003153067716942509 0.6217089552100226 24.019610602413632 7.603061564694726 3.2277011192224534 12.84534264217076 0.48378139900548306 0.0014807785041188882 0.002690223064216994 0.337614711333998 0.20262051996599856 0.125446617710994 0.10091494240935762 0.012952839609011314 0.07487126544584495 0.0246950835462184
瑾 0.5269584491878045 0.21094921186236093 0.012382746724907141 0.0029078322421025996 0.618784266497851 21.51062288615955 8.007257394048462 2.665777927943515 12.695214513585018 0.5011794598106801 0.0014482821435159569 0.003093815775232252 0.30849311582065636 0.18326981282050137 0.11699604134375324 0.10319292572905481 0.006998508297887928 0.09047161468215872 0.019257849339727337
须臾 0.5067163133253711 0.23513790029430479 0.011582587569504815 0.0055674184067388685 0.627639004054847 35.290674611016414 18.27325391231686 2.953743855718108 13.999985485351178 0.5665027199298627 0.002695778562768439 0.0032753417730710752 0.3407188808558604 0.1987641476182035 0.12033788921586938 0.0952300140514994 0.02000851762205954 0.0755818823977391 0.022832138503181488
而立 0.5362487849057911 0.1825976640953273 0.012370174739593983 0.003053939118572778 0.5958380377360324 37.94958274716897 22.62416158156902 2.8859948974870497 12.82300836809436 0.6122112415219908 0.0011786138877713651 0.0022744039940215304 0.3255516505686837 0.19222862047293635 0.13012565261051592 0.10555168008116964 0.010665806664977857 0.08226630188210438 0.026233136971043184
羡 0.5459904049421417 0.20101136138151865 0.015515804529737175 0.0037702327862511047 0.6299600203670046 34.90793518799148 17.660853218684554 3.1070937822845988 14.973387599575146 0.5819104562908014 0.001583879100432644 0.0025235709143843804 0.3326330480488604 0.19938113374800884 0.12444131922471613 0.09918141819384216 0.008615844864819146 0.08480957238867763 0.020279726534238957
臧 0.5780656667219691 0.16931854096498258 0.010252065282477393 0.0021342572801509524 0.5991150209371439 22.7042250861049 7.364390775514452 3.0665325752435075 12.275467571574284 0.6255595565471557 0.0007250000000000001 0.002256495292738445 0.32268285352751575 0.20064761067586592 0.13133746413420463 0.11528935216188074 0.006262712767450899 0.08800215104294733 0.028667417474679407
呜呼 0.5712169072345186 0.1986396830567626 0.012327666351058449 0.003511260952633089 0.6060616263897168 23.018777339210924 7.660531143986475 2.986001936513657 13.891202340238614 0.7174613924517168 0.0019898239885132304 0.002676146063812345 0.37123397082966925 0.20196386775439035 0.14934904785107098 0.09587163929122915 0.010805609277690914 0.08164160703093197 0.04181857110805803
他日 0.564150704916458 0.18895531255676107 0.012757302031201696 0.002915197254870252 0.6191666418714825 23.794623701966238 7.857924346688422 3.020520945493201 13.30003403663281 0.5712354360727474 0.0011336725181036952 0.0022615328592519315 0.33755311783010455 0.20133409882675252 0.13742293649001963 0.10785369487001507 0.008189183523347998 0.09113754673016898 0.03134604586210881
夥 0.5281073830667182 0.23690915597451923 0.017151435267036122 0.00384108632860746 0.63944498667298 29.103731524780663 8.920713427239205 3.22907473251713 17.585409353094736 0.5857531813221555 0.0021000631066304576 0.00471029859430065 0.3852336466600584 0.19707575104667652 0.12009274562699475 0.08268399319348137 0.01299107237732143 0.07597674393942179 0.01737561421527907
何谓 0.5348531680019856 0.2091142011493835 0.009142625898037202 0.00377124175843144 0.5940423332862299 52.607810521948316 36.06242470475073 2.922461308166465 14.745428711192062 0.6395491612750799 0.001804989578443321 0.0035317178995824877 0.35786693852126816 0.20710835062285185 0.13844762684773626 0.10591321686999793 0.019947027798006153 0.08054157394034783 0.03302372593597
他日 0.5513879772405856 0.2020623506216828 0.014420509668331189 0.0034110932531506923 0.6266372690180617 24.1176694502288 7.9055368374997235 3.0353226857780777 13.624432014644594 0.5554311289353179 0.001689398581235907 0.0026640419333978822 0.3331281551307008 0.20257887837588645 0.1324357950965749 0.10344390955954796 0.009332129595258015 0.09056490387762435 0.028824408753792406
须臾 0.4974902017594106 0.23209858044220494 0.011188457738189255 0.00542964264169781 0.6219359061260527 26.50625101712339 8.625587683211915 3.0619549053295207 15.08601835874747 0.5660172466379839 0.0025665146564391966 0.0036466653453881195 0.33245705392820357 0.19643741614228008 0.11882531744378978 0.09462011138029172 0.02054019068977294 0.07396111269762781 0.020779355564673235
贾 0.4841486253397404 0.24887292769553804 0.017463273424407687 0.004748357810152507 0.6263106859605496 28.719123931810845 9.799717399027685 2.8917037683725124 16.2287136114478 0.5735592164656003 0.002472506811489577 0.003934277450472298 0.35140207984437866 0.171886813390128 0.11173983961518731 0.08214716633888747 0.016936720672484668 0.06476078327305214 0.014265369114364473
礼 0.5688255781283138 0.18176954309242654 0.012840337426186626 0.0022129887631389565 0.6172581169507405 50.358770235766286 34.47718284695965 3.0588904350652797 13.936356178035401 0.5574314298825499 0.0006537653443893171 0.0025857186299499645 0.3311283006595538 0.2051919573302581 0.13301292209067037 0.1083611645918739 0.007374289460457368 0.09372293846378943 0.028231123374193437
闻 0.5451008330743461 0.21055537663387788 0.014502810526201575 0.003912431848405165 0.6345002580322991 38.64853634407776 20.931280811993698 3.1031001269502365 17.990747581605884 0.5616997113668629 0.001737401507630274 0.0026731667872283483 0.3356848758367633 0.20252414323879897 0.13235345105526494 0.10645682147507009 0.011344277412362309 0.08938945376106872 0.02523763964933239
辅 0.5316339318076988 0.21362111965351185 0.017360453346907195 0.004137646888440328 0.6316740383427831 58.9378321905663 20.258700799655013 3.1251892014715423 16.951867350216332 0.5013247215059754 0.0007238100328773733 0.0030585851609730118 0.3077097754449571 0.21309534709963077 0.1281672379975303 0.1091567801542449 0.021513107847223125 0.08357051310074867 0.020657408314001917
溃 0.5461971671701488 0.20541949953489105 0.019790762119683215 0.004022724303742528 0.6450196113399312 26.164124939737164 8.296225893550687 3.2057589640616277 14.37460863146933 0.4649878864398717 0.0008892012213470599 0.0020287817719743754 0.2887716596411439 0.21228714523757042 0.1229272559357071 0.11253585552861671 0.015749276996100372 0.08846774550436262 0.022527754512939344
穹 0.49790126183630723 0.2550309440553866 0.03009400502073947 0.004210668791161374 0.6386036466168747 33.94194748545573 11.610493289197976 2.9478130082093754 19.06317473987854 0.5232982204956408 0.000627487685581261 0.002615883289006846 0.3339476879634872 0.21579314424284232 0.11622007074262147 0.08529323647042616 0.03909108919343942 0.06481735276657356 0.015865996930548947
饷 0.5471549797041131 0.19750645753969281 0.01995807137429914 0.003194371599429517 0.6496534714431629 22.311841491541074 8.134936839904332 2.81311871534308 12.485965693989716 0.44432759297456575 0.0010075582477270017 0.0018653672400110257 0.30556264784157994 0.21332291271804138 0.12030504572399513 0.11138834595988976 0.009839746832531507 0.09216214190153593 0.019719547051407573
讷 0.5694357164545047 0.17941508229666056 0.023327992952225637 0.003320749151207953 0.629825069468894 23.248492732671522 7.8989506883582665 2.9668859284574016 14.615672059428576 0.46671782979695314 0.0007640495442120791 0.0017265092578746582 0.27672600103909056 0.19429293352448757 0.1285318499051877 0.11549436410616992 0.005153119196967211 0.09648772990758371 0.016897741019131596
麓 0.4834101744695202 0.2249042741106518 0.022416059662952747 0.008869716317979795 0.633992701134428 27.414552350569537 8.935148871153865 2.996435105623837 16.31528680164148 0.5842094783851471 0.0010212211668821224 0.002330878511489981 0.32143301699326865 0.18780934784053677 0.09864481990992062 0.08382047426280202 0.01656000967150224 0.06732947397940495 0.015236762131292327
中人 0.5262739743463788 0.2267204088961845 0.013865315294032057 0.004751540975471024 0.6220296772954738 51.11718982575625 28.545906177730657 3.3084187866446126 18.741767167853183 0.6262273576424875 0.002464595535646675 0.0035779544655122225 0.3522184422167946 0.19956432491235443 0.12372779815161097 0.09650419187165936 0.01711354092872173 0.07916572549322465 0.02269823959815194
觑 0.5003693403353204 0.2545684316117498 0.010806064250817883 0.004443353880030953 0.6659460442220556 24.45010693869451 8.620401673340954 2.829531328299203 13.369067070402439 0.578571894099118 0.0033108733829855046 0.004350855413533573 0.37475990604986464 0.17533241352180542 0.10567470479349468 0.07656016913609896 0.01039934007593842 0.06424623156544224 0.008274375005490116
如其 0.5492658008193135 0.2081313188702827 0.014235081884823898 0.0032096759001953314 0.6208716456158434 36.173637980631256 18.48937380829185 3.0632534826081037 15.91224520959226 0.6176017913458359 0.0012666046846550102 0.0023697069787889206 0.3517551490154305 0.20508285506126456 0.13065314574773515 0.09809746236501551 0.013480053835380423 0.08088803543838344 0.028450901916350312
耳目 0.5656557004073328 0.21311772241203425 0.013490670832435357 0.004605645333171724 0.6223236947890272 83.48536801371736 64.30858003802985 3.2719612057783873 16.073011051731545 0.6330205611787271 0.001913703737338658 0.00299869806418442 0.3751888849265058 0.21547175245426517 0.14163549133461925 0.10386438709198345 0.016796192375962277 0.08907440307428638 0.03583414918766472
策 0.49555958900436975 0.24468073029045173 0.015051997875916703 0.004309138940886907 0.6447905630180473 29.043358179950882 10.025663199031502 2.9010513851336595 16.228024679686904 0.4856903957420215 0.0011002313776831134 0.0028715126716473173 0.3151736388066314 0.22491534054991355 0.1200831211987876 0.10276364495897618 0.03554423942038246 0.0842676109159506 0.02177537975666016
诸 0.5672838765841188 0.1955104828278601 0.01616094306189477 0.0030312126653941358 0.6484327324784998 42.93093143236719 24.2616256596714 3.175006990412094 15.85406351907152 0.5255363068576026 0.0005226368911743561 0.0023119413557379583 0.3291000812501496 0.22407796492388457 0.12692107908819225 0.11430471374160996 0.013793904701981434 0.0901121403395926 0.02257583703425581
人道 0.41760149902521726 0.3205712053915213 0.018576723858348364 0.010065720145195224 0.6327958201335562 81.25838182469168 60.5553035427474 2.7393211466305387 17.803901116682727 0.5838182131661148 0.002423438192563402 0.004766796402079571 0.3566840788284443 0.19954167357710173 0.11716589721697705 0.0771617687833249 0.060084020554977816 0.05401748048350342 0.017817324000285344
膺 0.575336244929156 0.17124591244494508 0.014402048841245001 0.002883258172434774 0.6085043318069255 20.563329115364798 7.35378184322577 2.8251898130544304 11.819074329949842 0.534680271949262 0.0012678390908760506 0.0025146581406961777 0.3032895914487432 0.19825064447233245 0.12876885375966085 0.11160517783152965 0.006215980090872888 0.08946603253562775 0.024623259887167546
俱 0.5264108130896961 0.21260521346458489 0.013744304945051142 0.00426985131881343 0.6236947800758219 55.61462532106255 37.33589985465764 3.059659312742888 15.171676176433508 0.5404802738713823 0.0019752900624756993 0.0029617965273278125 0.33194396014997074 0.2062381734205955 0.12014880335968821 0.10079504014949929 0.018995034791309484 0.08410575634789669 0.021383805519073977
舆 0.569925767768606 0.17828546890463673 0.01444803929429229 0.0022459438138962835 0.6243579028255146 26.66296819208002 8.366525424345541 3.1651936361258857 14.769775787175764 0.5202807090018755 0.00041640173410404627 0.0023440591864029286 0.31951663124135743 0.21732827034886895 0.12401655583348627 0.11428067141901513 0.007874599137642976 0.08605287553099837 0.023504792590527825
忧 0.5396516913251831 0.1948573998087523 0.011895279520010576 0.0034765408885740366 0.6059154046644502 25.907595879017194 7.89847141018301 3.2558424932162064 14.789309644025586 0.5909684603975646 0.001779362360485752 0.002530432842797401 0.3252516287806563 0.1960783009691022 0.13042367987819195 0.10531436240169079 0.011485693228648026 0.08591550837788123 0.02767075388087137
知 0.5318091560224316 0.2182445773200264 0.016419876856134 0.004458264472978733 0.6277716061001367 68.9504210401245 48.17325499846208 3.0649937914725514 17.73309553262611 0.5337890752223315 0.0014043869348196187 0.00264733716263397 0.340358124450058 0.20761447856405238 0.13328957879118772 0.09859591792373315 0.019306920712965473 0.0838820192667024 0.025081302172871713
咸 0.5328251597663873 0.20799088794706744 0.01572689335055987 0.0033086343442411993 0.622327486790325 35.129816726668295 8.398409882208284 3.6377179250938734 16.996731990191144 0.6005955332077118 0.0005177505772916262 0.003076397517118527 0.3059336059571249 0.199875992484879 0.12746485022411294 0.10494248145173002 0.017433680035948588 0.08385022310492891 0.021913259359289006
睿 0.5498557347977492 0.18902234767822043 0.018325034677767513 0.0032338978680087997 0.6251627375738197 23.33656266990865 7.842674814224282 2.982945995330951 13.282224832874851 0.5165166474121857 0.0010125000000000002 0.002262873430200163 0.29201231972125963 0.18877430765884928 0.12437256099045495 0.10707121060573835 0.006442472575359214 0.09219547296005866 0.020662261805485475
备 0.5178039687064568 0.23308135253921772 0.0139889986416436 0.0038404546864147433 0.6384410105948678 47.10739094150239 28.287486399263944 3.0819781155848016 16.61319028559167 0.5114960024158808 0.001001469057815807 0.0025185195463796363 0.3175035794855175 0.21214236986364937 0.12810149772581386 0.10640405023090105 0.021545339128766522 0.0882479167053046 0.023625647060567006
陵 0.5659125287804414 0.19088434055391526 0.014785146358142908 0.0032493496466389554 0.6206975869676092 24.782345142065015 7.719299561707273 3.253727764997927 14.411403711588786 0.5904215766807629 0.0010800706384534997 0.002426109352236835 0.3149846666331234 0.20330717057557338 0.13875515364628427 0.10844026503909596 0.009328818387165013 0.09096136011861425 0.028316513013715013
剌 0.5873059601079998 0.1835131503092687 0.01527681968201651 0.00364729981975364 0.661135455165251 25.66766993443741 8.751216411399536 2.8970216934248545 15.826790489374444 0.5424182121587806 0.0008482668380979247 0.0018992368829366764 0.32951953694776825 0.21684639024900992 0.1179283615723056 0.11003772481366784 0.010535071547064177 0.08676530639986108 0.02397192003451555
豫 0.5246678907424835 0.23365267726772873 0.01941288653334553 0.004654546378438551 0.6554429101814668 33.08611002019853 17.457160459521035 2.574449122422576 14.72970176816877 0.46925937661510014 0.0009545905033855834 0.0025666266462902737 0.30580434719037486 0.21262491390244623 0.13507926770102974 0.10618369262948033 0.025267197748110547 0.08511521587847111 0.020027815596536408
危 0.47990636372735296 0.23621349294387248 0.013514861472402164 0.0037059426287432105 0.6123846537869897 30.885634046263334 10.078842089289587 3.115581624657965 18.179384020275037 0.5499452233492514 0.001650115740896268 0.0033740894335919968 0.3025464959146685 0.20095650926387854 0.11988218585414671 0.10323998136693037 0.031687977815645446 0.07776100206902652 0.0212233513841365
况 0.47580911011688093 0.27955620953097254 0.014993942277812353 0.005109385907131212 0.6436076443876557 55.766945339885254 21.399085007986923 3.7127654895251085 22.55480409142495 0.5522293062120422 0.0013091418442183727 0.005178821908807204 0.3232996103627473 0.22393448361778712 0.13138935271655292 0.09877434109436453 0.042247086547239895 0.07610334192271391 0.023165498330017607
然 0.5470783201237777 0.2003307600824848 0.012634260766588603 0.0034673797627074667 0.6094996536850555 47.48283484668057 28.75798851692451 3.0660929526429506 17.642529729538396 0.5858743077438695 0.0014508897513332015 0.00369775793898012 0.33453774012973575 0.20822779842035183 0.13464135477402797 0.10628253417756356 0.014551491061844144 0.08886446905947812 0.031006863669155314
逮 0.555909785543154 0.1949603720050968 0.017551741081424675 0.002895709495347732 0.6284813966647185 24.747343693956058 7.797464157297591 3.189397743674594 13.921666486682074 0.518626668786142 0.0009781916804452132 0.0020225130950631606 0.3117926529831711 0.19953854142964686 0.12781336676948354 0.10745771886871519 0.007578243941855266 0.09047480711693243 0.02120065019540113
孽 0.5771098771639754 0.1741390963307711 0.011926168962098636 0.003666989094917852 0.610183900339735 23.80890740796937 7.290123957680513 3.2555297382387267 13.537007404717915 0.649149456975033 0.0015757581933521635 0.0020812517105470037 0.33660830175356415 0.19726547928574334 0.13053865669808087 0.11336737914707752 0.007581265755307821 0.08222497175399075 0.02571777179011869
非特 0.5302594064469944 0.22620536446706685 0.019079999244651327 0.005888899117934576 0.6200608033342921 34.64175932643674 10.914613187037482 3.274707166279706 17.37500497334664 0.5970288847965858 0.0009737462804825946 0.0039049821030005135 0.3342894851057219 0.21837962253869156 0.13846808566249652 0.11084245453035414 0.02908308477125072 0.08631023508830535 0.03205515126653026
箴 0.5706762460006747 0.16702924319142354 0.013058228837902008 0.0025866743659142544 0.5930515834786131 35.45098258429731 19.437012063701808 3.088157581583179 14.674461345668057 0.6266752259243381 0.000782038043980831 0.004977635507944641 0.30745385862243446 0.19961816261502804 0.13419878506115177 0.12097376123215085 0.009596283288186147 0.09026310722975248 0.028353218345840425
阉 0.5377951309104391 0.20812217791357598 0.015845201763248117 0.004310914585096425 0.6214676678710024 28.229853654465604 9.073927093038073 3.159830669757982 15.820364325883151 0.549768257613155 0.0019598307935401087 0.004947956933465045 0.3263695073488033 0.20034835833617323 0.1259087338418904 0.10893573255330384 0.01395403270447111 0.08279216122326966 0.023307740432369557
疏浚 0.32108947735382853 0.37460754571463706 0.019542175941305195 0.006885924068508219 0.6382306675667546 66.84850220332795 17.09005266204039 3.3312390899960462 30.197055881283163 0.40331801046585697 0.0013884505172098477 0.004109180775983148 0.2801822846967557 0.21234025190814731 0.08685964802525702 0.0821057185703705 0.07554370856029441 0.04503089574020593 0.00700200261760738
寿 0.547846964892208 0.18737086523690635 0.017325176916676857 0.0035372918505561972 0.6233463359063607 24.699763278682777 7.666974811838386 3.0714863154743592 13.520304267001043 0.5296991324557859 0.0011143231319840038 0.002522677750187374 0.30279095801403705 0.1930172836994611 0.12347123996585271 0.10549727461908125 0.008666138003998177 0.08604518542403572 0.019788057292629394
袭 0.5455778860220234 0.20149094787567778 0.016101222703690476 0.003384554681955337 0.6322481618803735 25.894824269178493 8.09194178867179 3.1978722873577343 15.335876371040259 0.532257334295377 0.0012810852928792135 0.0023030604822358493 0.3249475135028612 0.19980645280886628 0.12135335087088235 0.10497134185788669 0.011807884450202541 0.08429071596023471 0.020989921811670424
逾 0.48602932062041204 0.22724258535847014 0.017589212380925107 0.004898021974657787 0.6054359976960796 37.69169030030339 10.344843042579175 3.413207866848647 27.798027246745438 0.5244897178291196 0.0011168711745856814 0.004363992346276414 0.29834421677097733 0.19759153991982448 0.11925707692811771 0.09857409827836303 0.02335992707568856 0.07649933433114571 0.02103203957758627
兀 0.574622338904542 0.1914420143268439 0.017100043324102886 0.004088652216389144 0.6516691398774505 35.818427115418636 9.08632189040335 3.741073178033158 15.46835322881782 0.5300146255316732 0.000952645664850245 0.0024747255820600643 0.312436661307038 0.21844238979226915 0.11780880208941115 0.10646463507297912 0.015655388515984626 0.08869226410503282 0.022981358622703275
斥 0.5269374809945677 0.2306546726184202 0.019125537890848775 0.004675794219673738 0.6297822232112623 28.707170649578963 9.25972558071255 3.152805869952533 16.732646389730647 0.5395865065276211 0.0012538328235295205 0.002634680738489476 0.3349669834138453 0.20277382255057355 0.1281753658727838 0.10104694515003415 0.020959973053470703 0.08805360603657174 0.02203582428488568
麟 0.5367952429432143 0.1819207545731756 0.017990295817212062 0.0029531205653723076 0.6107934527518215 25.616676516274637 8.557215430602295 2.9931785446368355 14.543448211538335 0.5228408009666099 0.00065 0.0019490346600587833 0.2927850279842517 0.19814855402579665 0.11547197788438365 0.10326891386140488 0.010852954911126794 0.08608178939954375 0.018495489050930892
绥 0.5679280868455872 0.1756169470744574 0.01833190445750734 0.004115791344033127 0.6262151503231587 28.805429042772904 8.81019740415621 2.8012195667940314 17.969896830773745 0.5089182515966629 0.000634975849488857 0.0022614042317241163 0.2884089707255672 0.20331318881314875 0.11981217137073774 0.11485221862698808 0.009110258991713364 0.08927736902410593 0.01926936863420592
诚 0.5830923086676983 0.19348181116606308 0.01209420771035974 0.003675362815665641 0.6183592501345249 137.12035933567094 120.57860033226102 2.9576410509328537 14.696306033661994 0.6626469759428966 0.001583959970115267 0.002762388440346198 0.3482022173276513 0.21929991719516004 0.1430686287692686 0.11413056838735898 0.014662998404638097 0.10454058046904718 0.03422186241683074
敝 0.5625958328001398 0.19247537964596909 0.01253882464203975 0.003626915921971119 0.6152443154938113 24.311022432763384 7.875382034833268 3.0945910608500045 14.121627851375104 0.6156823256583317 0.0018577413066257964 0.0028808145194785923 0.34752707390274373 0.20002218189602014 0.13510278652210983 0.10481078775034774 0.009906758100925903 0.08870822940979936 0.029747095571592892
胥 0.5883916066514537 0.1625323749103356 0.011841505334162925 0.0026325275196192755 0.6004315439794515 24.03217091755439 7.854288632487928 3.0242494210415027 13.94259297535974 0.5482216943831328 0.000787603129538971 0.0026139780551473063 0.32627511713094065 0.207942219583045 0.1404501937034726 0.11328628196175085 0.007811698972061624 0.09145091125608806 0.030464043104289143
耳 0.5550143861390763 0.1932214475641332 0.011756051077982282 0.0029799263382402053 0.6187072280493752 34.30074511316637 18.310267795078268 2.9039870482156225 14.901223965346302 0.6034948104633802 0.001253025010358417 0.002609472812602049 0.3343564970037624 0.20614633012753003 0.12787483417655454 0.10838087076893758 0.010917939306691446 0.08955183928830873 0.02479348942097048
殷 0.5428167627753279 0.17095277016206353 0.01463937475011683 0.0022034009256704425 0.5849440686184194 44.40809659000992 26.778576855003717 3.1720636318375863 15.227171833612495 0.608549381984738 0.0008324352901889092 0.0026763878655892775 0.3225637414014431 0.18977613676405858 0.1315637608664901 0.10397066422827297 0.009611412307222286 0.07883141364751477 0.026521421255523023
酌 0.5396624390186018 0.21264791076304643 0.015587656408816602 0.0030837439501405833 0.6356487615113536 23.960704712268193 9.04525675020482 2.732046222774305 14.154146322994205 0.4427955756660827 0.0007973674494166297 0.002547293089858629 0.3030053579151569 0.22015259696196157 0.12619960498330965 0.11089935501431362 0.019101922070156593 0.08856472919039762 0.019915778994371833
敛 0.5695716211633903 0.17324141474342475 0.010169997293233701 0.0031152316435002843 0.6254619405018813 23.972211419331593 7.59225704281044 3.1782697402695828 12.950515746725552 0.6430527028252822 0.0010815064500282207 0.003053932146886396 0.32248209702372693 0.21584772271748354 0.13357861896992504 0.10386775597139516 0.008046631098152441 0.09637365526453108 0.025819932912602934
谟 0.5759902619269693 0.17257295713828325 0.01627738977318812 0.0035771601694070195 0.6066969402955439 24.165656248921717 7.946451782751279 2.9857609892569785 13.620189535014697 0.5280037683778065 0.0007671052631578948 0.0032627146184988375 0.30155864060687354 0.20285960087434426 0.12474841748400507 0.11048444771465121 0.008054169489817081 0.09718056367913082 0.025113339432412212
耆 0.5566358090848155 0.20216443018636196 0.01677942467074395 0.0036229950559328416 0.6459409837022004 25.291986424615384 8.384652692701788 3.0258736276670932 14.414676287316134 0.4851953490659433 0.001074861090127092 0.0013218580368581684 0.2987814206729581 0.20781884499753242 0.12125769063350729 0.11401445005803516 0.008381314386484994 0.0867121711467477 0.019692022445151117
燕 0.5627488282737874 0.17522408545573465 0.013444971630109586 0.0036518653075017834 0.5974802658825928 24.383216002398576 8.02455838815127 2.982009718574592 13.613612680883646 0.5665933678986625 0.00157778585171381 0.002196631364100049 0.30910677739783 0.19606461786765159 0.13648558802891791 0.11673127950129776 0.009824207138544865 0.0876424409469949 0.025289457403185254
驰 0.5644195249777733 0.19026310420235323 0.01506491734631349 0.004012093518298962 0.6313003940857462 26.18087741494662 7.812042523615856 3.3088325772487877 14.618101189382577 0.5423458342977394 0.0015683425036658943 0.002401926525226357 0.3168284991678573 0.20993222331215922 0.1264706436788478 0.1154319286962044 0.010915944043235513 0.09482959727025175 0.022348040483759993
匡 0.49866434458651065 0.25555070893772436 0.016248605420370918 0.004234701449915824 0.6435064236045795 40.35236864356881 19.985227589530723 3.0605895435003494 18.96259176810445 0.4841161513578029 0.0010238663484486875 0.0038636795681110327 0.31242685355697913 0.20762109799604847 0.1278292413704885 0.10086138813423354 0.046515644941009675 0.07822425071081758 0.01872869740777406
夺 0.5294932071323271 0.21074880253390302 0.017479789190337266 0.004730886787153993 0.6325984397619931 54.024080360937496 36.43185978238448 3.056070539024926 14.887890676826535 0.5272652012355951 0.0016477974907163143 0.002515189732002906 0.3255949673273041 0.20336423496710426 0.12382883073397533 0.10213481566533401 0.016442851279296896 0.08211114912306595 0.022069417932979358
齐 0.5457875927981081 0.18564602244592404 0.015611878787803934 0.003411157447016152 0.6088094256273011 26.680146919293552 8.901597183936715 2.9241951525318326 15.05292073447524 0.6145597044609508 0.0007358572207585906 0.003195817751677957 0.3240437732464899 0.20371830718457098 0.12469822797199502 0.11151799007807513 0.016428024687239626 0.08839631074259295 0.02282578258401163
益 0.5047626909111826 0.24737861002074332 0.018123742120381193 0.004603102619245829 0.6438726084218601 41.445510226372164 19.713426135244987 3.152163153533458 18.469637645774142 0.5246447710839309 0.0009352496842014499 0.002520046168045508 0.31344018688259895 0.21456308566139132 0.12871357570086187 0.10835611395376384 0.033778942687029676 0.08249416140588531 0.019883330013984707
宿 0.5238608005538453 0.20964856563489045 0.014072695710236791 0.003471517906646149 0.6366025953065645 32.763563314106655 9.16264798456544 3.6545677532436764 17.681149203107218 0.511065988708495 0.0012153554427807337 0.003548652242879255 0.3516911598391891 0.21546422960420342 0.11163734477294535 0.09181865295586465 0.018537562115520538 0.07930237242319588 0.018560079683957703
